,Total Epochs,Loss,Time (s),CPU Memory (MB),GPU Memory (MB),CPU Usage (%),GPU Power (W),Power Work (Wh)
1,100.0,1.48129,50.905,4598.093,2160.15,15.52,30.118000000000002,0.4296660694444444
2,100.0,1.13659,45.773,4600.316000000001,2160.15,17.830000000000002,33.486000000000004,0.4269257861111111
3,100.0,1.0328,45.824,4600.62,2160.15,17.96,31.025,0.3952676111111111
4,100.0,0.96546,45.722,4601.023999999999,2160.15,17.869999999999997,32.221000000000004,0.4097518583333334
5,100.0,0.9155200000000001,45.760000000000005,4600.486,2160.15,17.85,29.832,0.37952443055555557
6,100.0,0.87363,45.783,4600.768,2160.15,17.85,30.296000000000003,0.3854700666666667
7,100.0,0.8363799999999999,45.796,4601.063,2160.15,17.8,33.263999999999996,0.4244595972222222
8,100.0,0.80237,45.815000000000005,4601.085,2160.15,17.81,31.498,0.4012762416666667
9,100.0,0.77197,45.78,4600.588,2160.15,17.78,31.296,0.3982364666666667
10,100.0,0.74329,45.900999999999996,4600.786,2160.15,17.759999999999998,33.339999999999996,0.42627791111111113
11,100.0,0.7175,45.714,4601.001,2160.15,17.81,31.112000000000002,0.3953882666666667
12,100.0,0.69467,45.921,4601.087,2160.15,17.8,32.374,0.4137020944444444
13,100.0,0.67511,45.882999999999996,4600.513,2160.15,17.77,31.999000000000002,0.40923594166666666
14,100.0,0.65874,45.925,4600.791,2160.15,17.740000000000002,31.413,0.40099367500000005
15,100.0,0.64271,45.924,4601.064,2160.15,17.759999999999998,33.628,0.4306716861111111
16,100.0,0.63041,45.852,4600.976000000001,2160.15,17.759999999999998,31.498,0.40226822222222225
17,100.0,0.61806,45.97,4600.664,2160.15,17.8,31.054000000000002,0.3967081611111111
18,100.0,0.60781,45.623000000000005,4600.724,2160.15,17.86,32.236000000000004,0.40897716666666667
19,100.0,0.59651,45.85,4600.882,2160.15,17.86,35.69,0.45752664444444446
20,100.0,0.58701,46.013,4601.088,2160.15,17.759999999999998,32.589,0.41704160555555553
21,100.0,0.57818,45.738,4600.987999999999,2160.15,17.84,33.961,0.43269228055555553
