Starting job 5...
Files already downloaded and verified
Files already downloaded and verified
Starting Training...
Dataset: CIFAR-10 | Algo: FF | Kernel: 7 | Pad: 5 | Opacity 0.3 | MaxPooling: TRUE
Channels: 3 → 64 → 128 → 256 → 512  Spatial Dimensions: 32 x 32 → 16 x 16 → 8 x 8 → 4 x 4 → 1 x 1
Epoch 1/100, Loss: 1.4982, Time: 48.10s, CPU Mem: 4593.44 MB, GPU Mem: 2111.75 MB, CPU Usage: 16.00%, GPU Power: 32.58 W
Epoch 2/100, Loss: 1.1770, Time: 44.92s, CPU Mem: 4595.82 MB, GPU Mem: 2111.75 MB, CPU Usage: 18.00%, GPU Power: 31.20 W
Epoch 3/100, Loss: 1.0675, Time: 46.07s, CPU Mem: 4596.08 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.60%, GPU Power: 33.36 W
Epoch 4/100, Loss: 1.0034, Time: 45.86s, CPU Mem: 4596.45 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.60%, GPU Power: 28.64 W
Epoch 5/100, Loss: 0.9524, Time: 45.55s, CPU Mem: 4595.96 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.90%, GPU Power: 28.11 W
Epoch 6/100, Loss: 0.9093, Time: 45.52s, CPU Mem: 4596.39 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 31.30 W
Epoch 7/100, Loss: 0.8717, Time: 45.54s, CPU Mem: 4596.87 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.90%, GPU Power: 29.11 W
Epoch 8/100, Loss: 0.8362, Time: 45.45s, CPU Mem: 4596.87 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 33.46 W
Epoch 9/100, Loss: 0.8080, Time: 45.30s, CPU Mem: 4596.38 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 29.51 W
Epoch 10/100, Loss: 0.7793, Time: 45.11s, CPU Mem: 4596.52 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.90%, GPU Power: 31.48 W
Epoch 11/100, Loss: 0.7514, Time: 44.73s, CPU Mem: 4596.88 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 30.49 W
Epoch 12/100, Loss: 0.7278, Time: 44.72s, CPU Mem: 4596.88 MB, GPU Mem: 2111.75 MB, CPU Usage: 18.00%, GPU Power: 27.72 W
Epoch 13/100, Loss: 0.7105, Time: 45.11s, CPU Mem: 4596.39 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 27.62 W
Epoch 14/100, Loss: 0.6940, Time: 45.10s, CPU Mem: 4596.52 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 29.90 W
Epoch 15/100, Loss: 0.6771, Time: 45.15s, CPU Mem: 4596.88 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 27.52 W
Epoch 16/100, Loss: 0.6677, Time: 44.79s, CPU Mem: 4596.88 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.90%, GPU Power: 28.23 W
Epoch 17/100, Loss: 0.6512, Time: 45.34s, CPU Mem: 4596.38 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 32.76 W
Epoch 18/100, Loss: 0.6411, Time: 45.15s, CPU Mem: 4596.52 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.90%, GPU Power: 30.70 W
Epoch 19/100, Loss: 0.6294, Time: 45.43s, CPU Mem: 4596.63 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 29.41 W
Epoch 20/100, Loss: 0.6243, Time: 46.06s, CPU Mem: 4596.88 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.60%, GPU Power: 30.58 W
Epoch 21/100, Loss: 0.6123, Time: 45.46s, CPU Mem: 4596.88 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 28.73 W
Epoch 22/100, Loss: 0.6010, Time: 45.97s, CPU Mem: 4596.38 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 29.82 W
Epoch 23/100, Loss: 0.5943, Time: 45.34s, CPU Mem: 4596.52 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.90%, GPU Power: 28.22 W
Epoch 24/100, Loss: 0.5845, Time: 45.43s, CPU Mem: 4596.88 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 27.92 W
Epoch 25/100, Loss: 0.5796, Time: 46.15s, CPU Mem: 4596.63 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.50%, GPU Power: 30.69 W
Epoch 26/100, Loss: 0.5719, Time: 45.53s, CPU Mem: 4596.13 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 30.99 W
Epoch 27/100, Loss: 0.5653, Time: 45.67s, CPU Mem: 4596.52 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 30.89 W
Epoch 28/100, Loss: 0.5598, Time: 45.00s, CPU Mem: 4596.88 MB, GPU Mem: 2111.75 MB, CPU Usage: 18.00%, GPU Power: 27.62 W
Epoch 29/100, Loss: 0.5525, Time: 44.95s, CPU Mem: 4596.63 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 28.22 W
Epoch 30/100, Loss: 0.5451, Time: 45.65s, CPU Mem: 4596.13 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.90%, GPU Power: 33.07 W
Epoch 31/100, Loss: 0.5395, Time: 46.09s, CPU Mem: 4596.52 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 28.11 W
Epoch 32/100, Loss: 0.5346, Time: 45.66s, CPU Mem: 4596.88 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 28.11 W
Epoch 33/100, Loss: 0.5313, Time: 45.83s, CPU Mem: 4596.88 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 27.91 W
Epoch 34/100, Loss: 0.5266, Time: 45.73s, CPU Mem: 4596.38 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.90%, GPU Power: 27.53 W
Epoch 35/100, Loss: 0.5226, Time: 45.52s, CPU Mem: 4596.52 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 27.52 W
Epoch 36/100, Loss: 0.5145, Time: 44.92s, CPU Mem: 4596.88 MB, GPU Mem: 2111.75 MB, CPU Usage: 18.00%, GPU Power: 27.62 W
Epoch 37/100, Loss: 0.5167, Time: 45.03s, CPU Mem: 4596.63 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.90%, GPU Power: 27.53 W
Epoch 38/100, Loss: 0.5109, Time: 45.70s, CPU Mem: 4596.63 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 28.93 W
Epoch 39/100, Loss: 0.5064, Time: 44.85s, CPU Mem: 4596.13 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.90%, GPU Power: 29.30 W
Epoch 40/100, Loss: 0.5046, Time: 44.89s, CPU Mem: 4596.53 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.90%, GPU Power: 29.71 W
Epoch 41/100, Loss: 0.4983, Time: 45.75s, CPU Mem: 4596.88 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.60%, GPU Power: 27.92 W
Epoch 42/100, Loss: 0.4990, Time: 45.45s, CPU Mem: 4596.88 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.60%, GPU Power: 30.91 W
Epoch 43/100, Loss: 0.4959, Time: 45.84s, CPU Mem: 4596.38 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 28.72 W
Epoch 44/100, Loss: 0.4914, Time: 45.47s, CPU Mem: 4596.53 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 30.29 W
Epoch 45/100, Loss: 0.4919, Time: 45.35s, CPU Mem: 4596.63 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 30.41 W
Epoch 46/100, Loss: 0.4854, Time: 45.51s, CPU Mem: 4596.88 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 32.36 W
Epoch 47/100, Loss: 0.4836, Time: 44.87s, CPU Mem: 4596.13 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.90%, GPU Power: 27.72 W
Epoch 48/100, Loss: 0.4852, Time: 45.53s, CPU Mem: 4596.53 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 32.87 W
Epoch 49/100, Loss: 0.4788, Time: 45.05s, CPU Mem: 4596.88 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.60%, GPU Power: 28.73 W
Epoch 50/100, Loss: 0.4821, Time: 45.03s, CPU Mem: 4596.38 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 32.37 W
Epoch 51/100, Loss: 0.4763, Time: 44.94s, CPU Mem: 4596.38 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 30.00 W
Epoch 52/100, Loss: 0.4790, Time: 45.14s, CPU Mem: 4596.53 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 28.43 W
Epoch 53/100, Loss: 0.4729, Time: 44.52s, CPU Mem: 4596.63 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.90%, GPU Power: 29.92 W
Epoch 54/100, Loss: 0.4730, Time: 45.12s, CPU Mem: 4596.88 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 29.42 W
Epoch 55/100, Loss: 0.4666, Time: 44.91s, CPU Mem: 4596.88 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.90%, GPU Power: 30.30 W
Epoch 56/100, Loss: 0.4675, Time: 45.47s, CPU Mem: 4596.38 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 27.62 W
Epoch 57/100, Loss: 0.4698, Time: 44.24s, CPU Mem: 4596.55 MB, GPU Mem: 2111.75 MB, CPU Usage: 18.10%, GPU Power: 27.72 W
Epoch 58/100, Loss: 0.4635, Time: 45.45s, CPU Mem: 4596.88 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 27.92 W
