Starting job 1...
Files already downloaded and verified
Files already downloaded and verified
Starting Training...
Dataset: CIFAR-10 | Algo: BP | Kernel: 5 | Pad: 2 | MaxPooling: TRUE
Channels: 3 → 64 → 128 → 256 → 512 → 1 (via AdaptiveAvgPool) → num_classes
Epoch 1/100, Loss: 1.5193, Time: 8.74s, CPU Mem: 4484.13 MB, GPU Mem: 2131.75 MB, CPU Usage: 26.90%, GPU Power: 53.95 W
Epoch 2/100, Loss: 1.0580, Time: 6.13s, CPU Mem: 4487.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.10%, GPU Power: 39.52 W
Epoch 3/100, Loss: 0.8503, Time: 6.10s, CPU Mem: 4488.43 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.20%, GPU Power: 43.00 W
Epoch 4/100, Loss: 0.6996, Time: 6.17s, CPU Mem: 4488.80 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.20%, GPU Power: 63.12 W
Epoch 5/100, Loss: 0.6014, Time: 6.05s, CPU Mem: 4488.30 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.80%, GPU Power: 64.41 W
Epoch 6/100, Loss: 0.5180, Time: 6.15s, CPU Mem: 4488.82 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.20%, GPU Power: 53.26 W
Epoch 7/100, Loss: 0.4445, Time: 6.32s, CPU Mem: 4488.83 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.40%, GPU Power: 42.40 W
Epoch 8/100, Loss: 0.3827, Time: 6.06s, CPU Mem: 4488.83 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.20%, GPU Power: 61.50 W
Epoch 9/100, Loss: 0.3150, Time: 6.16s, CPU Mem: 4488.83 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.20%, GPU Power: 69.48 W
Epoch 10/100, Loss: 0.2553, Time: 6.12s, CPU Mem: 4488.84 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.40%, GPU Power: 70.33 W
Epoch 11/100, Loss: 0.2065, Time: 6.09s, CPU Mem: 4488.59 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.10%, GPU Power: 58.08 W
Epoch 12/100, Loss: 0.1599, Time: 6.09s, CPU Mem: 4488.84 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.20%, GPU Power: 63.41 W
