Starting job 1...
Files already downloaded and verified
Files already downloaded and verified
Starting Training...
Dataset: CIFAR-10 | Algo: BP | Kernel: 7 | Pad: 5 | MaxPooling: TRUE
Channels: 3 → 64 → 128 → 256 → 512 → 1 (via AdaptiveAvgPool) → num_classes
Epoch 1/100, Loss: 1.5016, Time: 9.00s, CPU Mem: 4503.50 MB, GPU Mem: 2131.75 MB, CPU Usage: 27.30%, GPU Power: 50.78 W
Epoch 2/100, Loss: 1.0514, Time: 6.29s, CPU Mem: 4507.14 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.60%, GPU Power: 73.86 W
Epoch 3/100, Loss: 0.8553, Time: 6.45s, CPU Mem: 4507.58 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.60%, GPU Power: 44.25 W
Epoch 4/100, Loss: 0.7267, Time: 6.64s, CPU Mem: 4507.58 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.40%, GPU Power: 58.32 W
Epoch 5/100, Loss: 0.6246, Time: 6.33s, CPU Mem: 4507.09 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.50%, GPU Power: 62.58 W
Epoch 6/100, Loss: 0.5472, Time: 6.37s, CPU Mem: 4507.59 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.20%, GPU Power: 48.51 W
Epoch 7/100, Loss: 0.4747, Time: 6.37s, CPU Mem: 4507.41 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.40%, GPU Power: 56.95 W
Epoch 8/100, Loss: 0.4183, Time: 6.38s, CPU Mem: 4507.66 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.20%, GPU Power: 39.35 W
Epoch 9/100, Loss: 0.3582, Time: 6.45s, CPU Mem: 4507.16 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.00%, GPU Power: 50.78 W
Epoch 10/100, Loss: 0.2979, Time: 6.59s, CPU Mem: 4507.66 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.00%, GPU Power: 68.53 W
Epoch 11/100, Loss: 0.2470, Time: 6.33s, CPU Mem: 4507.66 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.50%, GPU Power: 57.54 W
Epoch 12/100, Loss: 0.2021, Time: 6.43s, CPU Mem: 4507.66 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.20%, GPU Power: 62.35 W
Epoch 13/100, Loss: 0.1642, Time: 6.30s, CPU Mem: 4507.67 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.50%, GPU Power: 64.77 W
Epoch 14/100, Loss: 0.1318, Time: 6.33s, CPU Mem: 4507.66 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.70%, GPU Power: 45.57 W
Epoch 15/100, Loss: 0.1084, Time: 6.49s, CPU Mem: 4507.41 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.10%, GPU Power: 37.78 W
Epoch 16/100, Loss: 0.0899, Time: 6.07s, CPU Mem: 4507.67 MB, GPU Mem: 2131.75 MB, CPU Usage: 43.80%, GPU Power: 64.95 W
Epoch 17/100, Loss: 0.0745, Time: 6.17s, CPU Mem: 4507.66 MB, GPU Mem: 2131.75 MB, CPU Usage: 43.20%, GPU Power: 64.40 W
Epoch 18/100, Loss: 0.0725, Time: 6.21s, CPU Mem: 4507.41 MB, GPU Mem: 2131.75 MB, CPU Usage: 43.20%, GPU Power: 61.85 W
Epoch 19/100, Loss: 0.0641, Time: 6.08s, CPU Mem: 4507.66 MB, GPU Mem: 2131.75 MB, CPU Usage: 43.80%, GPU Power: 69.02 W
Epoch 20/100, Loss: 0.0525, Time: 6.29s, CPU Mem: 4507.66 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.90%, GPU Power: 54.80 W
Epoch 21/100, Loss: 0.0596, Time: 6.60s, CPU Mem: 4507.66 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.90%, GPU Power: 41.42 W
Epoch 22/100, Loss: 0.0534, Time: 6.29s, CPU Mem: 4507.66 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.80%, GPU Power: 47.51 W
Epoch 23/100, Loss: 0.0529, Time: 6.21s, CPU Mem: 4507.66 MB, GPU Mem: 2131.75 MB, CPU Usage: 43.10%, GPU Power: 46.14 W
Epoch 24/100, Loss: 0.0548, Time: 6.40s, CPU Mem: 4507.66 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.50%, GPU Power: 45.44 W
Epoch 25/100, Loss: 0.0396, Time: 6.41s, CPU Mem: 4507.66 MB, GPU Mem: 2131.75 MB, CPU Usage: 43.00%, GPU Power: 61.88 W
Epoch 26/100, Loss: 0.0468, Time: 6.45s, CPU Mem: 4507.66 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.50%, GPU Power: 74.07 W
Epoch 27/100, Loss: 0.0489, Time: 6.64s, CPU Mem: 4507.66 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.90%, GPU Power: 54.39 W
Epoch 28/100, Loss: 0.0440, Time: 6.46s, CPU Mem: 4507.66 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.70%, GPU Power: 59.60 W
Epoch 29/100, Loss: 0.0328, Time: 6.29s, CPU Mem: 4507.66 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.60%, GPU Power: 75.80 W
Epoch 30/100, Loss: 0.0424, Time: 6.50s, CPU Mem: 4507.41 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.00%, GPU Power: 39.46 W
Epoch 31/100, Loss: 0.0342, Time: 6.28s, CPU Mem: 4507.66 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.60%, GPU Power: 65.18 W
Epoch 32/100, Loss: 0.0404, Time: 6.36s, CPU Mem: 4507.66 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.30%, GPU Power: 77.39 W
Epoch 33/100, Loss: 0.0367, Time: 6.70s, CPU Mem: 4507.41 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.30%, GPU Power: 68.68 W
Epoch 34/100, Loss: 0.0402, Time: 6.37s, CPU Mem: 4507.67 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.60%, GPU Power: 38.67 W
Epoch 35/100, Loss: 0.0266, Time: 6.10s, CPU Mem: 4507.41 MB, GPU Mem: 2131.75 MB, CPU Usage: 43.60%, GPU Power: 64.80 W
Epoch 36/100, Loss: 0.0419, Time: 6.32s, CPU Mem: 4507.66 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.50%, GPU Power: 47.12 W
Epoch 37/100, Loss: 0.0317, Time: 6.50s, CPU Mem: 4507.66 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.30%, GPU Power: 39.45 W
Epoch 38/100, Loss: 0.0392, Time: 6.43s, CPU Mem: 4507.66 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.50%, GPU Power: 47.91 W
Epoch 39/100, Loss: 0.0239, Time: 6.22s, CPU Mem: 4507.66 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.90%, GPU Power: 67.45 W
Epoch 40/100, Loss: 0.0381, Time: 6.27s, CPU Mem: 4507.66 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.60%, GPU Power: 52.84 W
Epoch 41/100, Loss: 0.0266, Time: 6.25s, CPU Mem: 4507.66 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.70%, GPU Power: 63.00 W
Epoch 42/100, Loss: 0.0301, Time: 6.49s, CPU Mem: 4507.66 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.80%, GPU Power: 58.33 W
