Starting job 8...
Files already downloaded and verified
Files already downloaded and verified
Starting Training...
Dataset: CIFAR-10 | Algo: BP | Kernel: 7 | Pad: 5 | MaxPooling: TRUE
Channels: 3 → 64 → 128 → 256 → 512 → 1 (via AdaptiveAvgPool) → num_classes
Epoch 1/100, Loss: 1.5224, Time: 17.20s, CPU Mem: 4496.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 18.20%, GPU Power: 48.24 W
Epoch 2/100, Loss: 1.0960, Time: 7.21s, CPU Mem: 4498.04 MB, GPU Mem: 2131.75 MB, CPU Usage: 40.80%, GPU Power: 52.47 W
Epoch 3/100, Loss: 0.8994, Time: 7.28s, CPU Mem: 4498.50 MB, GPU Mem: 2131.75 MB, CPU Usage: 40.30%, GPU Power: 43.35 W
Epoch 4/100, Loss: 0.7651, Time: 7.18s, CPU Mem: 4498.88 MB, GPU Mem: 2131.75 MB, CPU Usage: 40.90%, GPU Power: 35.08 W
Epoch 5/100, Loss: 0.6608, Time: 7.11s, CPU Mem: 4498.44 MB, GPU Mem: 2131.75 MB, CPU Usage: 40.80%, GPU Power: 56.89 W
Epoch 6/100, Loss: 0.5736, Time: 6.95s, CPU Mem: 4498.90 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.60%, GPU Power: 54.40 W
Epoch 7/100, Loss: 0.5010, Time: 7.07s, CPU Mem: 4498.96 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.30%, GPU Power: 49.88 W
Epoch 8/100, Loss: 0.4250, Time: 7.08s, CPU Mem: 4498.96 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.20%, GPU Power: 42.75 W
Epoch 9/100, Loss: 0.3610, Time: 7.18s, CPU Mem: 4498.71 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.20%, GPU Power: 31.04 W
Epoch 10/100, Loss: 0.3011, Time: 6.97s, CPU Mem: 4498.96 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.90%, GPU Power: 46.67 W
Epoch 11/100, Loss: 0.2489, Time: 7.36s, CPU Mem: 4498.96 MB, GPU Mem: 2131.75 MB, CPU Usage: 40.30%, GPU Power: 36.74 W
Epoch 12/100, Loss: 0.1982, Time: 7.11s, CPU Mem: 4498.76 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.20%, GPU Power: 36.16 W
Epoch 13/100, Loss: 0.1587, Time: 7.30s, CPU Mem: 4498.46 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.10%, GPU Power: 55.28 W
Epoch 14/100, Loss: 0.1247, Time: 7.14s, CPU Mem: 4498.96 MB, GPU Mem: 2131.75 MB, CPU Usage: 40.80%, GPU Power: 51.78 W
Epoch 15/100, Loss: 0.1060, Time: 7.11s, CPU Mem: 4498.71 MB, GPU Mem: 2131.75 MB, CPU Usage: 40.60%, GPU Power: 56.56 W
Epoch 16/100, Loss: 0.0888, Time: 7.12s, CPU Mem: 4498.96 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.70%, GPU Power: 36.85 W
Epoch 17/100, Loss: 0.0763, Time: 7.22s, CPU Mem: 4498.96 MB, GPU Mem: 2131.75 MB, CPU Usage: 40.70%, GPU Power: 32.62 W
Epoch 18/100, Loss: 0.0715, Time: 7.13s, CPU Mem: 4498.50 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.10%, GPU Power: 54.90 W
Epoch 19/100, Loss: 0.0619, Time: 7.10s, CPU Mem: 4498.96 MB, GPU Mem: 2131.75 MB, CPU Usage: 40.90%, GPU Power: 36.94 W
Epoch 20/100, Loss: 0.0637, Time: 7.18s, CPU Mem: 4498.96 MB, GPU Mem: 2131.75 MB, CPU Usage: 40.20%, GPU Power: 38.42 W
Epoch 21/100, Loss: 0.0561, Time: 7.22s, CPU Mem: 4498.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 40.40%, GPU Power: 53.44 W
Epoch 22/100, Loss: 0.0569, Time: 7.22s, CPU Mem: 4498.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.60%, GPU Power: 39.72 W
Epoch 23/100, Loss: 0.0434, Time: 7.19s, CPU Mem: 4498.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.50%, GPU Power: 34.56 W
Epoch 24/100, Loss: 0.0535, Time: 7.11s, CPU Mem: 4498.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.20%, GPU Power: 60.23 W
Epoch 25/100, Loss: 0.0504, Time: 7.08s, CPU Mem: 4498.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 40.70%, GPU Power: 33.51 W
Epoch 26/100, Loss: 0.0513, Time: 7.02s, CPU Mem: 4498.72 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.90%, GPU Power: 50.40 W
Epoch 27/100, Loss: 0.0400, Time: 7.10s, CPU Mem: 4498.98 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.30%, GPU Power: 42.64 W
Epoch 28/100, Loss: 0.0416, Time: 7.28s, CPU Mem: 4498.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.10%, GPU Power: 34.08 W
Epoch 29/100, Loss: 0.0377, Time: 7.14s, CPU Mem: 4498.72 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.30%, GPU Power: 56.66 W
Epoch 30/100, Loss: 0.0440, Time: 7.25s, CPU Mem: 4498.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 40.90%, GPU Power: 53.85 W
Epoch 31/100, Loss: 0.0442, Time: 7.10s, CPU Mem: 4498.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.10%, GPU Power: 56.98 W
Epoch 32/100, Loss: 0.0326, Time: 7.31s, CPU Mem: 4498.72 MB, GPU Mem: 2131.75 MB, CPU Usage: 40.50%, GPU Power: 50.98 W
Epoch 33/100, Loss: 0.0368, Time: 7.03s, CPU Mem: 4498.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.20%, GPU Power: 41.36 W
Epoch 34/100, Loss: 0.0430, Time: 7.19s, CPU Mem: 4498.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 40.90%, GPU Power: 53.95 W
Epoch 35/100, Loss: 0.0292, Time: 7.33s, CPU Mem: 4498.51 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.10%, GPU Power: 37.93 W
Epoch 36/100, Loss: 0.0336, Time: 7.11s, CPU Mem: 4498.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.30%, GPU Power: 41.45 W
Epoch 37/100, Loss: 0.0366, Time: 7.15s, CPU Mem: 4498.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.70%, GPU Power: 32.12 W
Epoch 38/100, Loss: 0.0341, Time: 7.02s, CPU Mem: 4498.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.60%, GPU Power: 50.52 W
Epoch 39/100, Loss: 0.0327, Time: 7.05s, CPU Mem: 4498.72 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.20%, GPU Power: 38.40 W
Epoch 40/100, Loss: 0.0305, Time: 7.19s, CPU Mem: 4498.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.10%, GPU Power: 40.40 W
Epoch 41/100, Loss: 0.0362, Time: 7.19s, CPU Mem: 4498.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 40.00%, GPU Power: 53.94 W
Epoch 42/100, Loss: 0.0248, Time: 7.06s, CPU Mem: 4498.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.00%, GPU Power: 51.18 W
Epoch 43/100, Loss: 0.0330, Time: 6.97s, CPU Mem: 4498.72 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.90%, GPU Power: 52.40 W
Epoch 44/100, Loss: 0.0348, Time: 7.00s, CPU Mem: 4498.72 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.90%, GPU Power: 38.61 W
Epoch 45/100, Loss: 0.0262, Time: 7.26s, CPU Mem: 4498.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 40.30%, GPU Power: 45.38 W
Epoch 46/100, Loss: 0.0321, Time: 7.36s, CPU Mem: 4498.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 40.70%, GPU Power: 47.18 W
Epoch 47/100, Loss: 0.0269, Time: 6.95s, CPU Mem: 4498.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.60%, GPU Power: 50.78 W
Epoch 48/100, Loss: 0.0222, Time: 7.29s, CPU Mem: 4498.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 40.60%, GPU Power: 33.79 W
Epoch 49/100, Loss: 0.0311, Time: 7.10s, CPU Mem: 4498.72 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.20%, GPU Power: 54.74 W
Epoch 50/100, Loss: 0.0363, Time: 7.11s, CPU Mem: 4498.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 40.90%, GPU Power: 51.48 W
Epoch 51/100, Loss: 0.0200, Time: 7.24s, CPU Mem: 4498.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 40.50%, GPU Power: 32.53 W
Epoch 52/100, Loss: 0.0277, Time: 6.95s, CPU Mem: 4498.72 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.90%, GPU Power: 55.98 W
Epoch 53/100, Loss: 0.0264, Time: 7.06s, CPU Mem: 4498.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.70%, GPU Power: 35.86 W
Epoch 54/100, Loss: 0.0258, Time: 7.08s, CPU Mem: 4498.72 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.40%, GPU Power: 49.71 W
Epoch 55/100, Loss: 0.0232, Time: 7.24s, CPU Mem: 4498.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.50%, GPU Power: 42.44 W
Epoch 56/100, Loss: 0.0293, Time: 7.01s, CPU Mem: 4498.72 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.10%, GPU Power: 34.78 W
Epoch 57/100, Loss: 0.0236, Time: 7.19s, CPU Mem: 4498.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.20%, GPU Power: 42.35 W
Epoch 58/100, Loss: 0.0244, Time: 7.14s, CPU Mem: 4498.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.50%, GPU Power: 45.81 W
Epoch 59/100, Loss: 0.0304, Time: 6.92s, CPU Mem: 4498.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.30%, GPU Power: 40.87 W
Epoch 60/100, Loss: 0.0215, Time: 7.22s, CPU Mem: 4498.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.20%, GPU Power: 42.95 W
Epoch 61/100, Loss: 0.0211, Time: 7.12s, CPU Mem: 4498.72 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.40%, GPU Power: 50.51 W
Epoch 62/100, Loss: 0.0284, Time: 6.93s, CPU Mem: 4498.72 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.20%, GPU Power: 34.48 W
Epoch 63/100, Loss: 0.0216, Time: 7.17s, CPU Mem: 4498.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.30%, GPU Power: 45.30 W
