Starting job 3...
Files already downloaded and verified
Files already downloaded and verified
Starting Training...
Dataset: CIFAR-10 | Algo: BP | Kernel: 5 | Pad: 2 | MaxPooling: TRUE
Channels: 3 → 64 → 128 → 256 → 512 → 1 (via AdaptiveAvgPool) → num_classes
Epoch 1/100, Loss: 1.5128, Time: 8.69s, CPU Mem: 4513.53 MB, GPU Mem: 2131.75 MB, CPU Usage: 27.40%, GPU Power: 55.97 W
Epoch 2/100, Loss: 1.0615, Time: 6.32s, CPU Mem: 4516.50 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.90%, GPU Power: 56.85 W
Epoch 3/100, Loss: 0.8544, Time: 6.46s, CPU Mem: 4516.95 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.80%, GPU Power: 37.38 W
Epoch 4/100, Loss: 0.7247, Time: 6.09s, CPU Mem: 4516.96 MB, GPU Mem: 2131.75 MB, CPU Usage: 43.00%, GPU Power: 76.34 W
Epoch 5/100, Loss: 0.6262, Time: 6.44s, CPU Mem: 4516.46 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.50%, GPU Power: 55.09 W
Epoch 6/100, Loss: 0.5441, Time: 6.17s, CPU Mem: 4516.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.10%, GPU Power: 45.77 W
Epoch 7/100, Loss: 0.4708, Time: 5.59s, CPU Mem: 4516.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 44.70%, GPU Power: 74.35 W
Epoch 8/100, Loss: 0.4078, Time: 6.62s, CPU Mem: 4516.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.50%, GPU Power: 59.90 W
Epoch 9/100, Loss: 0.3405, Time: 6.41s, CPU Mem: 4516.72 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.80%, GPU Power: 46.33 W
Epoch 10/100, Loss: 0.2882, Time: 6.55s, CPU Mem: 4516.98 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.40%, GPU Power: 49.60 W
Epoch 11/100, Loss: 0.2295, Time: 6.08s, CPU Mem: 4516.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.70%, GPU Power: 64.36 W
Epoch 12/100, Loss: 0.1817, Time: 6.18s, CPU Mem: 4516.98 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.60%, GPU Power: 52.74 W
Epoch 13/100, Loss: 0.1431, Time: 6.35s, CPU Mem: 4516.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.90%, GPU Power: 75.28 W
Epoch 14/100, Loss: 0.1087, Time: 6.14s, CPU Mem: 4516.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.40%, GPU Power: 76.10 W
Epoch 15/100, Loss: 0.0976, Time: 6.20s, CPU Mem: 4516.72 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.80%, GPU Power: 41.33 W
Epoch 16/100, Loss: 0.0864, Time: 6.57s, CPU Mem: 4516.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.50%, GPU Power: 69.20 W
Epoch 17/100, Loss: 0.0645, Time: 6.33s, CPU Mem: 4516.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.90%, GPU Power: 60.37 W
Epoch 18/100, Loss: 0.0679, Time: 6.16s, CPU Mem: 4516.97 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.50%, GPU Power: 76.74 W
Epoch 19/100, Loss: 0.0685, Time: 6.19s, CPU Mem: 4516.72 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.20%, GPU Power: 45.88 W
Epoch 20/100, Loss: 0.0535, Time: 6.13s, CPU Mem: 4516.98 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.80%, GPU Power: 43.91 W
