Starting job 6...
Files already downloaded and verified
Files already downloaded and verified
Starting Training...
Dataset: CIFAR-10 | Algo: BP | Kernel: 5 | Pad: 2 | MaxPooling: TRUE
Channels: 3 → 64 → 128 → 256 → 512 → 1 (via AdaptiveAvgPool) → num_classes
Epoch 1/100, Loss: 1.4939, Time: 9.35s, CPU Mem: 4498.52 MB, GPU Mem: 2131.75 MB, CPU Usage: 28.30%, GPU Power: 51.80 W
Epoch 2/100, Loss: 1.0328, Time: 7.15s, CPU Mem: 4500.67 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.40%, GPU Power: 44.71 W
Epoch 3/100, Loss: 0.8225, Time: 7.18s, CPU Mem: 4501.12 MB, GPU Mem: 2131.75 MB, CPU Usage: 40.90%, GPU Power: 42.55 W
Epoch 4/100, Loss: 0.6771, Time: 6.96s, CPU Mem: 4501.12 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.00%, GPU Power: 34.78 W
Epoch 5/100, Loss: 0.5787, Time: 7.04s, CPU Mem: 4500.68 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.30%, GPU Power: 45.91 W
Epoch 6/100, Loss: 0.4823, Time: 7.31s, CPU Mem: 4501.14 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.00%, GPU Power: 51.78 W
Epoch 7/100, Loss: 0.4137, Time: 7.25s, CPU Mem: 4501.15 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.40%, GPU Power: 32.33 W
Epoch 8/100, Loss: 0.3343, Time: 7.07s, CPU Mem: 4501.15 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.20%, GPU Power: 54.93 W
Epoch 9/100, Loss: 0.2771, Time: 7.12s, CPU Mem: 4500.90 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.50%, GPU Power: 33.11 W
Epoch 10/100, Loss: 0.2164, Time: 7.13s, CPU Mem: 4501.15 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.90%, GPU Power: 34.29 W
Epoch 11/100, Loss: 0.1646, Time: 7.09s, CPU Mem: 4501.15 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.50%, GPU Power: 43.63 W
Epoch 12/100, Loss: 0.1330, Time: 7.17s, CPU Mem: 4501.15 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.20%, GPU Power: 53.02 W
Epoch 13/100, Loss: 0.0978, Time: 7.23s, CPU Mem: 4500.90 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.30%, GPU Power: 58.53 W
Epoch 14/100, Loss: 0.0848, Time: 6.92s, CPU Mem: 4501.15 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.80%, GPU Power: 45.40 W
Epoch 15/100, Loss: 0.0735, Time: 7.04s, CPU Mem: 4501.15 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.70%, GPU Power: 50.11 W
Epoch 16/100, Loss: 0.0638, Time: 6.94s, CPU Mem: 4501.15 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.70%, GPU Power: 51.98 W
Epoch 17/100, Loss: 0.0590, Time: 7.25s, CPU Mem: 4501.15 MB, GPU Mem: 2131.75 MB, CPU Usage: 40.90%, GPU Power: 52.47 W
Epoch 18/100, Loss: 0.0529, Time: 6.99s, CPU Mem: 4501.15 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.10%, GPU Power: 36.55 W
Epoch 19/100, Loss: 0.0495, Time: 7.03s, CPU Mem: 4501.16 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.40%, GPU Power: 46.85 W
Epoch 20/100, Loss: 0.0489, Time: 7.15s, CPU Mem: 4501.15 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.50%, GPU Power: 37.83 W
