Starting job 2...
Files already downloaded and verified
Files already downloaded and verified
Starting Training...
Dataset: CIFAR-10 | Algo: BP | Kernel: 5 | Pad: 2 | MaxPooling: TRUE
Channels: 3 → 64 → 128 → 256 → 512 → 1 (via AdaptiveAvgPool) → num_classes
Epoch 1/100, Loss: 1.4946, Time: 9.76s, CPU Mem: 4490.74 MB, GPU Mem: 2131.75 MB, CPU Usage: 27.70%, GPU Power: 46.96 W
Epoch 2/100, Loss: 1.0248, Time: 6.94s, CPU Mem: 4493.96 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.40%, GPU Power: 38.72 W
Epoch 3/100, Loss: 0.8139, Time: 7.16s, CPU Mem: 4494.22 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.70%, GPU Power: 44.81 W
Epoch 4/100, Loss: 0.6690, Time: 7.18s, CPU Mem: 4494.41 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.50%, GPU Power: 55.40 W
Epoch 5/100, Loss: 0.5747, Time: 7.30s, CPU Mem: 4494.23 MB, GPU Mem: 2131.75 MB, CPU Usage: 40.70%, GPU Power: 33.80 W
Epoch 6/100, Loss: 0.4867, Time: 7.14s, CPU Mem: 4494.18 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.60%, GPU Power: 52.76 W
Epoch 7/100, Loss: 0.4095, Time: 7.17s, CPU Mem: 4494.50 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.40%, GPU Power: 47.07 W
Epoch 8/100, Loss: 0.3374, Time: 6.98s, CPU Mem: 4494.50 MB, GPU Mem: 2131.75 MB, CPU Usage: 42.50%, GPU Power: 36.64 W
Epoch 9/100, Loss: 0.2717, Time: 7.03s, CPU Mem: 4494.50 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.70%, GPU Power: 47.83 W
Epoch 10/100, Loss: 0.2103, Time: 7.08s, CPU Mem: 4494.26 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.80%, GPU Power: 50.90 W
Epoch 11/100, Loss: 0.1612, Time: 7.07s, CPU Mem: 4494.51 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.80%, GPU Power: 53.89 W
Epoch 12/100, Loss: 0.1255, Time: 7.36s, CPU Mem: 4494.51 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.10%, GPU Power: 50.70 W
Epoch 13/100, Loss: 0.1033, Time: 7.24s, CPU Mem: 4494.30 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.10%, GPU Power: 54.93 W
Epoch 14/100, Loss: 0.0916, Time: 7.05s, CPU Mem: 4494.51 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.60%, GPU Power: 38.23 W
Epoch 15/100, Loss: 0.0714, Time: 7.18s, CPU Mem: 4494.51 MB, GPU Mem: 2131.75 MB, CPU Usage: 41.50%, GPU Power: 54.83 W
