Starting job 10...
Files already downloaded and verified
Files already downloaded and verified
Starting Training...
Dataset: CIFAR-10 | Algo: FF | Kernel: 3 | Pad: 1 | Opacity 0.3 | MaxPooling: TRUE
Channels: 3 → 64 → 128 → 256 → 512  Spatial Dimensions: 32 x 32 → 16 x 16 → 8 x 8 → 4 x 4 → 1 x 1
Epoch 1/100, Loss: 1.5032, Time: 48.61s, CPU Mem: 4608.39 MB, GPU Mem: 2111.75 MB, CPU Usage: 16.20%, GPU Power: 28.77 W
Epoch 2/100, Loss: 1.1686, Time: 46.82s, CPU Mem: 4610.71 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.60%, GPU Power: 30.85 W
Epoch 3/100, Loss: 1.0703, Time: 46.22s, CPU Mem: 4610.98 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.90%, GPU Power: 31.53 W
Epoch 4/100, Loss: 1.0033, Time: 46.26s, CPU Mem: 4611.35 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 32.62 W
Epoch 5/100, Loss: 0.9523, Time: 46.74s, CPU Mem: 4610.61 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 29.57 W
Epoch 6/100, Loss: 0.9065, Time: 46.13s, CPU Mem: 4611.01 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 29.66 W
Epoch 7/100, Loss: 0.8661, Time: 46.38s, CPU Mem: 4611.44 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 28.67 W
Epoch 8/100, Loss: 0.8310, Time: 47.27s, CPU Mem: 4611.43 MB, GPU Mem: 2111.75 MB, CPU Usage: 18.90%, GPU Power: 31.44 W
Epoch 9/100, Loss: 0.8018, Time: 46.13s, CPU Mem: 4610.93 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 28.96 W
Epoch 10/100, Loss: 0.7697, Time: 46.88s, CPU Mem: 4611.06 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 35.29 W
Epoch 11/100, Loss: 0.7453, Time: 46.42s, CPU Mem: 4611.18 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 31.14 W
