Starting job 5...
Files already downloaded and verified
Files already downloaded and verified
Starting Training...
Dataset: CIFAR-10 | Algo: FF | Kernel: 3 | Pad: 1 | Opacity 0.3 | MaxPooling: TRUE
Channels: 3 → 64 → 128 → 256 → 512  Spatial Dimensions: 32 x 32 → 16 x 16 → 8 x 8 → 4 x 4 → 1 x 1
Epoch 1/100, Loss: 1.5071, Time: 47.60s, CPU Mem: 4599.73 MB, GPU Mem: 2111.75 MB, CPU Usage: 16.10%, GPU Power: 30.20 W
Epoch 2/100, Loss: 1.1664, Time: 44.55s, CPU Mem: 4603.80 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.90%, GPU Power: 29.71 W
Epoch 3/100, Loss: 1.0578, Time: 45.20s, CPU Mem: 4604.07 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.90%, GPU Power: 29.02 W
Epoch 4/100, Loss: 0.9909, Time: 44.76s, CPU Mem: 4604.44 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.90%, GPU Power: 31.59 W
Epoch 5/100, Loss: 0.9394, Time: 44.85s, CPU Mem: 4603.70 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.90%, GPU Power: 32.95 W
Epoch 6/100, Loss: 0.8933, Time: 44.98s, CPU Mem: 4604.10 MB, GPU Mem: 2111.75 MB, CPU Usage: 18.00%, GPU Power: 28.11 W
Epoch 7/100, Loss: 0.8562, Time: 45.26s, CPU Mem: 4604.53 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.90%, GPU Power: 30.10 W
Epoch 8/100, Loss: 0.8247, Time: 46.23s, CPU Mem: 4604.53 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.60%, GPU Power: 27.92 W
Epoch 9/100, Loss: 0.7937, Time: 45.03s, CPU Mem: 4604.03 MB, GPU Mem: 2111.75 MB, CPU Usage: 18.00%, GPU Power: 27.92 W
Epoch 10/100, Loss: 0.7653, Time: 44.82s, CPU Mem: 4604.16 MB, GPU Mem: 2111.75 MB, CPU Usage: 18.00%, GPU Power: 27.52 W
Epoch 11/100, Loss: 0.7415, Time: 45.95s, CPU Mem: 4604.53 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 27.53 W
Epoch 12/100, Loss: 0.7181, Time: 44.87s, CPU Mem: 4604.53 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 30.90 W
Epoch 13/100, Loss: 0.6952, Time: 45.65s, CPU Mem: 4604.03 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 29.12 W
