Starting job 9...
Files already downloaded and verified
Files already downloaded and verified
Starting Training...
Dataset: CIFAR-10 | Algo: FF | Kernel: 5 | Pad: 2 | Opacity 0.3 | MaxPooling: TRUE
Channels: 3 → 64 → 128 → 256 → 512  Spatial Dimensions: 32 x 32 → 16 x 16 → 8 x 8 → 4 x 4 → 1 x 1
Epoch 1/100, Loss: 1.4798, Time: 47.98s, CPU Mem: 4597.53 MB, GPU Mem: 2111.75 MB, CPU Usage: 16.30%, GPU Power: 27.53 W
Epoch 2/100, Loss: 1.1557, Time: 45.54s, CPU Mem: 4601.23 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 33.66 W
Epoch 3/100, Loss: 1.0527, Time: 45.69s, CPU Mem: 4601.50 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.60%, GPU Power: 28.22 W
Epoch 4/100, Loss: 0.9903, Time: 45.63s, CPU Mem: 4601.86 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.90%, GPU Power: 27.62 W
Epoch 5/100, Loss: 0.9386, Time: 45.90s, CPU Mem: 4601.38 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 27.52 W
Epoch 6/100, Loss: 0.8958, Time: 45.69s, CPU Mem: 4601.52 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.90%, GPU Power: 27.72 W
Epoch 7/100, Loss: 0.8597, Time: 45.83s, CPU Mem: 4601.94 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 27.62 W
Epoch 8/100, Loss: 0.8268, Time: 45.03s, CPU Mem: 4601.59 MB, GPU Mem: 2111.75 MB, CPU Usage: 18.10%, GPU Power: 30.89 W
Epoch 9/100, Loss: 0.7978, Time: 46.25s, CPU Mem: 4601.45 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 34.84 W
Epoch 10/100, Loss: 0.7699, Time: 46.31s, CPU Mem: 4601.58 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 29.32 W
Epoch 11/100, Loss: 0.7408, Time: 45.50s, CPU Mem: 4601.95 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.90%, GPU Power: 28.43 W
Epoch 12/100, Loss: 0.7214, Time: 46.04s, CPU Mem: 4601.95 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 30.79 W
Epoch 13/100, Loss: 0.7008, Time: 45.36s, CPU Mem: 4601.45 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 27.62 W
Epoch 14/100, Loss: 0.6845, Time: 46.20s, CPU Mem: 4601.59 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 28.62 W
Epoch 15/100, Loss: 0.6708, Time: 46.80s, CPU Mem: 4601.95 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 27.72 W
Epoch 16/100, Loss: 0.6570, Time: 46.53s, CPU Mem: 4601.70 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 29.03 W
Epoch 17/100, Loss: 0.6455, Time: 46.21s, CPU Mem: 4601.20 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 33.37 W
Epoch 18/100, Loss: 0.6311, Time: 46.45s, CPU Mem: 4601.60 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 30.79 W
Epoch 19/100, Loss: 0.6216, Time: 46.48s, CPU Mem: 4601.70 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.60%, GPU Power: 27.72 W
Epoch 20/100, Loss: 0.6115, Time: 46.21s, CPU Mem: 4601.95 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 27.62 W
Epoch 21/100, Loss: 0.6024, Time: 46.53s, CPU Mem: 4601.70 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 27.52 W
Epoch 22/100, Loss: 0.5934, Time: 46.24s, CPU Mem: 4601.20 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 27.62 W
Epoch 23/100, Loss: 0.5827, Time: 46.15s, CPU Mem: 4601.59 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 29.62 W
Epoch 24/100, Loss: 0.5774, Time: 46.35s, CPU Mem: 4601.95 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.90%, GPU Power: 30.88 W
Epoch 25/100, Loss: 0.5663, Time: 46.70s, CPU Mem: 4601.95 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 30.69 W
Epoch 26/100, Loss: 0.5627, Time: 46.33s, CPU Mem: 4601.45 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 31.10 W
Epoch 27/100, Loss: 0.5525, Time: 45.08s, CPU Mem: 4601.60 MB, GPU Mem: 2111.75 MB, CPU Usage: 18.00%, GPU Power: 27.82 W
Epoch 28/100, Loss: 0.5512, Time: 44.95s, CPU Mem: 4601.95 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 28.32 W
Epoch 29/100, Loss: 0.5424, Time: 46.24s, CPU Mem: 4601.70 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 27.72 W
Epoch 30/100, Loss: 0.5328, Time: 45.34s, CPU Mem: 4601.20 MB, GPU Mem: 2111.75 MB, CPU Usage: 18.00%, GPU Power: 28.21 W
Epoch 31/100, Loss: 0.5293, Time: 45.74s, CPU Mem: 4601.59 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 29.31 W
Epoch 32/100, Loss: 0.5241, Time: 45.86s, CPU Mem: 4601.95 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 31.39 W
Epoch 33/100, Loss: 0.5199, Time: 45.52s, CPU Mem: 4601.95 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 28.62 W
Epoch 34/100, Loss: 0.5159, Time: 45.38s, CPU Mem: 4601.45 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 33.86 W
Epoch 35/100, Loss: 0.5126, Time: 45.79s, CPU Mem: 4601.60 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 27.72 W
Epoch 36/100, Loss: 0.5065, Time: 46.29s, CPU Mem: 4601.95 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 28.82 W
Epoch 37/100, Loss: 0.5073, Time: 46.29s, CPU Mem: 4601.70 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 29.02 W
Epoch 38/100, Loss: 0.4992, Time: 46.71s, CPU Mem: 4601.20 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 27.72 W
Epoch 39/100, Loss: 0.5015, Time: 45.37s, CPU Mem: 4601.60 MB, GPU Mem: 2111.75 MB, CPU Usage: 18.00%, GPU Power: 29.01 W
Epoch 40/100, Loss: 0.4929, Time: 46.78s, CPU Mem: 4601.95 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.60%, GPU Power: 27.52 W
Epoch 41/100, Loss: 0.4884, Time: 45.78s, CPU Mem: 4601.95 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 33.75 W
Epoch 42/100, Loss: 0.4904, Time: 46.43s, CPU Mem: 4601.45 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 29.11 W
Epoch 43/100, Loss: 0.4844, Time: 45.40s, CPU Mem: 4601.60 MB, GPU Mem: 2111.75 MB, CPU Usage: 18.00%, GPU Power: 28.54 W
Epoch 44/100, Loss: 0.4823, Time: 46.01s, CPU Mem: 4601.95 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 30.49 W
Epoch 45/100, Loss: 0.4792, Time: 46.08s, CPU Mem: 4601.95 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 30.80 W
Epoch 46/100, Loss: 0.4782, Time: 46.07s, CPU Mem: 4601.45 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.90%, GPU Power: 28.21 W
Epoch 47/100, Loss: 0.4775, Time: 45.79s, CPU Mem: 4601.60 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.90%, GPU Power: 27.52 W
Epoch 48/100, Loss: 0.4716, Time: 45.54s, CPU Mem: 4601.95 MB, GPU Mem: 2111.75 MB, CPU Usage: 18.00%, GPU Power: 33.85 W
Epoch 49/100, Loss: 0.4711, Time: 45.21s, CPU Mem: 4601.95 MB, GPU Mem: 2111.75 MB, CPU Usage: 18.20%, GPU Power: 28.72 W
Epoch 50/100, Loss: 0.4716, Time: 45.78s, CPU Mem: 4601.45 MB, GPU Mem: 2111.75 MB, CPU Usage: 18.00%, GPU Power: 28.83 W
Epoch 51/100, Loss: 0.4658, Time: 46.26s, CPU Mem: 4601.60 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 29.92 W
Epoch 52/100, Loss: 0.4668, Time: 45.66s, CPU Mem: 4601.70 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.90%, GPU Power: 27.72 W
Epoch 53/100, Loss: 0.4649, Time: 46.31s, CPU Mem: 4601.95 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 30.99 W
Epoch 54/100, Loss: 0.4617, Time: 45.64s, CPU Mem: 4601.20 MB, GPU Mem: 2111.75 MB, CPU Usage: 18.00%, GPU Power: 27.81 W
Epoch 55/100, Loss: 0.4610, Time: 46.01s, CPU Mem: 4601.61 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.60%, GPU Power: 35.13 W
Epoch 56/100, Loss: 0.4592, Time: 45.56s, CPU Mem: 4601.95 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.90%, GPU Power: 27.62 W
Epoch 57/100, Loss: 0.4573, Time: 47.12s, CPU Mem: 4601.70 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 27.52 W
Epoch 58/100, Loss: 0.4542, Time: 46.70s, CPU Mem: 4601.95 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 31.48 W
Epoch 59/100, Loss: 0.4555, Time: 46.96s, CPU Mem: 4601.45 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 28.20 W
Epoch 60/100, Loss: 0.4481, Time: 46.40s, CPU Mem: 4601.61 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.60%, GPU Power: 28.12 W
Epoch 61/100, Loss: 0.4530, Time: 46.84s, CPU Mem: 4601.70 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.60%, GPU Power: 27.62 W
Epoch 62/100, Loss: 0.4524, Time: 46.86s, CPU Mem: 4601.95 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 27.52 W
Epoch 63/100, Loss: 0.4478, Time: 46.80s, CPU Mem: 4601.20 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 30.58 W
Epoch 64/100, Loss: 0.4462, Time: 46.83s, CPU Mem: 4601.60 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 32.95 W
Epoch 65/100, Loss: 0.4476, Time: 46.35s, CPU Mem: 4601.95 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.90%, GPU Power: 28.54 W
Epoch 66/100, Loss: 0.4445, Time: 46.01s, CPU Mem: 4601.96 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.90%, GPU Power: 31.00 W
Epoch 67/100, Loss: 0.4405, Time: 46.53s, CPU Mem: 4601.96 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 30.80 W
Epoch 68/100, Loss: 0.4480, Time: 46.19s, CPU Mem: 4601.71 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 27.92 W
Epoch 69/100, Loss: 0.4429, Time: 46.19s, CPU Mem: 4601.96 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 30.30 W
Epoch 70/100, Loss: 0.4372, Time: 45.76s, CPU Mem: 4601.96 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 27.53 W
Epoch 71/100, Loss: 0.4399, Time: 46.34s, CPU Mem: 4602.00 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.50%, GPU Power: 27.62 W
Epoch 72/100, Loss: 0.4394, Time: 46.33s, CPU Mem: 4601.71 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 28.62 W
Epoch 73/100, Loss: 0.4377, Time: 45.39s, CPU Mem: 4601.96 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 29.51 W
Epoch 74/100, Loss: 0.4345, Time: 45.00s, CPU Mem: 4601.97 MB, GPU Mem: 2111.75 MB, CPU Usage: 18.00%, GPU Power: 28.83 W
Epoch 75/100, Loss: 0.4340, Time: 46.43s, CPU Mem: 4601.96 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 29.51 W
Epoch 76/100, Loss: 0.4367, Time: 45.62s, CPU Mem: 4601.72 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.90%, GPU Power: 30.91 W
Epoch 77/100, Loss: 0.4352, Time: 45.36s, CPU Mem: 4601.96 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.90%, GPU Power: 33.65 W
Epoch 78/100, Loss: 0.4292, Time: 45.96s, CPU Mem: 4601.96 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 27.72 W
Epoch 79/100, Loss: 0.4314, Time: 45.63s, CPU Mem: 4601.96 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 27.82 W
Epoch 80/100, Loss: 0.4336, Time: 45.20s, CPU Mem: 4601.71 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.90%, GPU Power: 27.42 W
Epoch 81/100, Loss: 0.4280, Time: 45.87s, CPU Mem: 4601.98 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 27.92 W
Epoch 82/100, Loss: 0.4263, Time: 45.41s, CPU Mem: 4601.71 MB, GPU Mem: 2111.75 MB, CPU Usage: 18.00%, GPU Power: 33.36 W
Epoch 83/100, Loss: 0.4343, Time: 45.93s, CPU Mem: 4601.96 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 29.31 W
Epoch 84/100, Loss: 0.4266, Time: 45.48s, CPU Mem: 4601.46 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 30.70 W
Epoch 85/100, Loss: 0.4230, Time: 46.38s, CPU Mem: 4601.71 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.60%, GPU Power: 30.79 W
Epoch 86/100, Loss: 0.4214, Time: 45.83s, CPU Mem: 4601.96 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.70%, GPU Power: 32.87 W
Epoch 87/100, Loss: 0.4296, Time: 45.43s, CPU Mem: 4601.96 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.90%, GPU Power: 30.80 W
Epoch 88/100, Loss: 0.4220, Time: 46.17s, CPU Mem: 4601.71 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 27.42 W
Epoch 89/100, Loss: 0.4210, Time: 46.08s, CPU Mem: 4601.63 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 27.72 W
Epoch 90/100, Loss: 0.4263, Time: 46.71s, CPU Mem: 4601.96 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.60%, GPU Power: 27.72 W
Epoch 91/100, Loss: 0.4163, Time: 45.61s, CPU Mem: 4601.96 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.90%, GPU Power: 27.53 W
Epoch 92/100, Loss: 0.4233, Time: 45.73s, CPU Mem: 4601.96 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 31.68 W
Epoch 93/100, Loss: 0.4178, Time: 45.84s, CPU Mem: 4601.71 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 31.39 W
Epoch 94/100, Loss: 0.4241, Time: 46.31s, CPU Mem: 4601.96 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 30.58 W
Epoch 95/100, Loss: 0.4114, Time: 45.88s, CPU Mem: 4601.71 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 31.19 W
Epoch 96/100, Loss: 0.4202, Time: 45.00s, CPU Mem: 4601.71 MB, GPU Mem: 2111.75 MB, CPU Usage: 18.00%, GPU Power: 29.61 W
Epoch 97/100, Loss: 0.4204, Time: 45.10s, CPU Mem: 4601.46 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 27.72 W
Epoch 98/100, Loss: 0.4129, Time: 45.06s, CPU Mem: 4601.96 MB, GPU Mem: 2111.75 MB, CPU Usage: 18.00%, GPU Power: 28.72 W
Epoch 99/100, Loss: 0.4143, Time: 44.90s, CPU Mem: 4601.71 MB, GPU Mem: 2111.75 MB, CPU Usage: 18.00%, GPU Power: 27.92 W
Epoch 100/100, Loss: 0.4188, Time: 45.51s, CPU Mem: 4601.96 MB, GPU Mem: 2111.75 MB, CPU Usage: 17.80%, GPU Power: 27.53 W
Starting Testing...
Test Accuracy: 85.61%
Job 9 complete
